timestamp,policy
1576195446.1139078,0
1576195446.2782867,0
1576195451.285407,0
1576195451.4448137,0
1576195456.4520938,1
1576195456.6100285,0
1576195456.6146367,0
1576195461.777672,0
1576195461.784471,0
1576195466.9445305,0
1576195466.9618073,0
1576195472.1131237,1
1576195472.1294491,1
1576195472.2772753,1
1576195472.293848,1
1576195477.4431248,0
1576195477.4632754,1
1576195477.6078737,0
1576195482.6308093,1
1576195482.7775676,0
1576195487.8008144,1
1576195487.941757,0
1576195492.9669967,1
1576195493.1113684,0
1576195498.1345167,0
1576195498.2797728,0
1576195498.2996595,1
1576195503.451059,0
1576195503.4666915,1
1576195508.6173446,1
1576195508.63184,1
1576195508.7810757,0
1576195513.799399,0
1576195513.94942,1
1576195513.9648547,1
1576195514.1131113,0
1576195519.1313238,0
1576195519.2837667,1
1576195519.296204,1
1576195519.4483774,0
1576195524.4645336,1
1576195524.6166086,0
1576195529.6328928,0
1576195529.7851002,1
1576195529.7974184,1
1576195529.9491825,0
1576195534.966967,0
1576195535.117732,0
1576195535.1310718,0
1576195540.2873533,1
1576195540.302224,0
1576195540.452261,0
1576195545.4698682,1
1576195545.6206992,0
1576195545.6318774,0
1576195550.791549,1
1576195550.8032033,1
1576195550.9569979,1
1576195550.9693735,0
1576195556.1262336,0
1576195556.13768,0
1576195556.2897866,0
1576195561.3057406,0
1576195561.4558735,0
1576195566.4717622,1
1576195566.6233797,0
1576195566.6298318,0
1576195571.7904322,1
1576195571.7945795,1
1576195571.9552188,0
1576195571.9597669,0
1576195577.1253474,0
1576195577.1299832,0
1576195582.2943072,0
1576195582.296678,0
1576195587.4634306,0
1576195587.4659321,0
1576195592.631258,0
1576195592.6333642,0
1576195597.800334,0
1576195597.8021355,0
1576195602.969342,0
1576195602.9731994,0
1576195608.1299994,1
1576195608.1387622,1
1576195608.2960057,0
1576195608.3037193,0
1576195613.465376,0
1576195613.472849,0
1576195618.633329,0
1576195618.6397495,0
1576195623.802378,0
1576195623.808506,0
1576195628.9700062,0
1576195628.9795887,0
1576195634.1404195,0
1576195634.1480277,0
1576195639.307162,0
1576195639.31616,0
1576195644.477393,0
1576195644.484539,0
1576195649.6437237,0
1576195649.6493607,0
1576195654.813572,0
1576195654.81817,0
1576195659.983657,0
1576195659.9867382,0
1576195665.1569726,0
1576195665.158737,1
1576195665.3242974,0
1576195670.321926,0
1576195670.4917643,0
1576195675.4915907,0
1576195675.6584992,0
1576195680.6543293,0
1576195680.8238146,0
1576195685.819647,0
1576195685.9924054,0
1576195690.9859426,0
1576195691.160449,0
1576195696.1535106,0
1576195696.3299565,1
1576195696.4942925,0
1576195701.3220742,0
1576195701.6590922,0
1576195706.4913118,0
1576195706.8273082,0
1576195711.6538908,0
1576195711.996399,0
1576195716.821706,1
1576195716.98716,0
1576195717.1650326,0
1576195722.1539025,0
1576195722.3327663,0
1576195727.3226817,0
1576195727.5011258,0
1576195732.4919739,0
1576195732.6668658,0
1576195737.6591685,0
1576195737.8359585,0
1576195742.827981,0
1576195743.003801,1
1576195743.1675756,0
1576195747.9937763,0
1576195748.332672,0
1576195753.161555,0
1576195753.4999416,0
1576195758.3268855,0
1576195758.6676967,0
1576195763.497087,0
1576195763.8352482,0
1576195768.663494,0
1576195769.0041025,0
1576195773.83202,0
1576195774.172444,0
1576195778.992761,0
1576195779.3385968,0
1576195784.1627135,0
1576195784.5035458,0
1576195789.3307514,0
1576195789.6701548,0
1576195794.4992537,0
1576195794.8361995,0
1576195799.666036,0
1576195800.0068295,0
1576195804.8337705,0
1576195805.169981,1
1576195805.334879,0
1576195810.00136,0
1576195810.5008156,0
1576195815.1694965,0
1576195815.6665766,0
1576195820.3374376,0
1576195820.832536,0
1576195825.4964123,0
1576195826.0020077,0
1576195830.6628346,0
1576195831.170348,0
1576195835.8309388,0
1576195836.338441,1
1576195836.5028114,0
1576195840.9989398,0
1576195841.6712968,0
1576195846.1686091,1
1576195846.3337924,0
1576195846.8419259,0
1576195851.4919677,1
1576195851.6559842,0
1576195852.010414,0
1576195856.8227036,1
1576195856.9850075,0
1576195857.1789286,0
1576195862.1524549,0
1576195862.347686,0
1576195867.3164155,0
1576195867.5154393,0
1576195872.485246,0
1576195872.681894,0
1576195877.6511042,0
1576195877.8490589,0
1576195882.8217485,0
1576195883.0152054,0
1576195887.9882731,0
1576195888.1836057,0
1576195893.1553528,1
1576195893.317675,0
1576195893.350649,0
1576195898.4797182,1
1576195898.5183263,0
1576195898.6427522,1
1576195903.6797647,1
1576195903.807787,1
1576195903.8379056,1
1576195908.975515,0
1576195909.0031676,1
1576195909.1389031,0
1576195914.1653733,0
1576195914.3006995,0
1576195914.3216383,0
1576195919.4685197,1
1576195919.4895577,0
1576195919.6315825,0
1576195924.655252,0
1576195924.7993443,0
1576195929.819974,1
1576195929.9687397,0
1576195929.9837465,0
1576195935.1371593,1
1576195935.150444,1
1576195935.3003137,0
1576195935.3126373,0
1576195940.468752,1
1576195940.4794421,0
1576195940.632191,0
1576195945.644331,1
1576195945.7966702,0
1576195945.804281,0
1576195950.963205,0
1576195950.9686747,1
1576195951.128316,0
1576195956.129055,0
1576195956.2874284,0
1576195961.2946942,1
1576195961.451168,0
1576195961.4547796,0
1576195966.614384,0
1576195966.6213524,0
1576195971.7801702,0
1576195971.78674,0
1576195976.949322,0
1576195976.9522293,0
1576195982.1178174,0
1576195982.1205854,0
1576195987.2824352,0
1576195987.2835364,0
1576195992.4415874,0
1576195992.442168,0
1576195997.6114202,0
1576195997.6128602,0
1576196002.7819085,0
1576196002.7851157,0
1576196007.9461534,0
1576196007.9472241,0
1576196013.1149027,0
1576196013.116519,0
1576196018.2836955,1
1576196018.2864404,1
1576196018.4409516,0
1576196018.4441063,0
1576196023.6086981,0
1576196023.6138985,0
1576196028.7778423,0
1576196028.7795756,0
1576196033.944278,0
1576196033.949104,0
1576196039.1122067,0
1576196039.1172338,0
1576196044.2807405,0
1576196044.286402,0
1576196049.4408605,0
1576196049.443937,0
1576196054.6071777,0
1576196054.6130135,0
1576196059.7750764,0
1576196059.7783458,0
1576196064.9366813,0
1576196064.940117,0
1576196070.1028233,0
1576196070.1073978,0
1576196075.2707937,0
1576196075.275861,0
1576196080.4402878,0
1576196080.4427323,0
1576196085.6067157,1
1576196085.614604,1
1576196085.7704804,0
1576196085.7776802,0
1576196090.9353294,1
1576196090.9475882,0
1576196091.0984778,0
1576196096.1159608,0
1576196096.2642257,0
1576196101.282101,0
1576196101.4320774,0
1576196106.4450288,1
1576196106.5994515,0
1576196106.607287,0
1576196111.7643816,0
1576196111.7750144,0
1576196116.9406235,0
1576196116.9429379,0
1576196122.106127,0
1576196122.1067564,0
1576196127.2709427,0
1576196127.2731001,0
1576196132.4401972,0
1576196132.441909,0
1576196137.6041505,0
1576196137.608444,0
1576196142.7737749,0
1576196142.7761474,0
1576196147.9381087,0
1576196147.9385738,0
1576196153.1036336,0
1576196153.1047292,0
1576196158.2711837,0
1576196158.2721527,1
1576196158.4326115,0
