timestamp,error_val,type
1576198995.9970534,2516,0
1576198995.9971123,2010,0
1576198995.9978588,0,3
1576198995.999743,5037,1
1576198996.0021658,1,2
1576198996.003589,5715,1
1576198996.0071568,10048,1
1576198996.0083346,7110,1
1576198996.0093791,1,3
1576198996.0124817,15393,1
1576198996.0130143,2,2
1576198996.0145113,18984,1
1576198996.0166025,17956,1
1576198996.0214322,24882,0
1576198996.022629,27823,1
1576198996.024012,28012,1
1576198996.0281022,30048,0
1576198996.0291638,2,3
1576198996.0292447,27213,1
1576198996.0294,32937,1
1576198996.0332892,38582,1
1576198996.0346844,34416,1
1576198996.037319,3,2
1576198996.0389862,39936,1
1576198996.041333,41734,1
1576198996.0425725,45589,1
1576198996.042765,3,3
1576198996.0481408,44976,1
1576198996.0499794,51642,1
1576198996.0512369,47452,1
1576198996.0517745,52016,1
1576198996.053482,4,2
1576198996.0543406,48759,1
1576198996.0562892,57793,0
1576198996.0577898,62166,1
1576198996.0588017,4,3
1576198996.0600367,64477,1
1576198996.0600731,61488,1
1576198996.0607638,5,2
1576198996.0615067,63008,1
1576198996.0621758,64538,1
1576198996.0629022,65604,1
1576198996.066684,67207,1
1576198996.067493,69848,1
1576198996.0690646,71317,1
1576198996.0693538,72458,1
1576198996.0700352,72764,1
1576198996.0709212,72459,1
1576198996.0723896,74785,1
1576198996.0733604,75870,1
1576198996.0739138,76487,1
1576198996.0746434,77331,1
1576198996.0759976,78824,1
1576198996.0762622,78727,1
1576198996.0773408,80269,1
1576198996.0791032,4,2
1576198996.088247,3,2
1576198996.0950246,2,2
1576198996.102145,1,2
1576198996.1050372,0,2
1576198999.097271,1386,0
1576198999.0975723,0,3
1576198999.097791,1,2
1576198999.101959,5554,1
1576198999.107517,8163,0
1576198999.1081557,11274,1
1576198999.111003,10566,1
1576198999.113882,14342,1
1576198999.1145086,11274,0
1576198999.116422,19314,1
1576198999.1182528,19846,1
1576198999.1183505,1,3
1576198999.1185963,15471,1
1576198999.1214592,19472,1
1576198999.122237,2,2
1576198999.1245263,2,3
1576198999.1246502,24199,1
1576198999.1258426,27545,1
1576198999.1268542,27339,1
1576198999.1276124,3,2
1576198999.1363466,38182,1
1576198999.1382504,37197,1
1576198999.1390378,33541,1
1576198999.1430986,37993,1
1576198999.1470687,43804,1
1576198999.1496222,49415,1
1576198999.1515572,49770,1
1576198999.153621,49477,1
1576198999.1571083,54238,1
1576198999.157262,54742,1
1576198999.1573634,54903,1
1576198999.157753,55499,1
1576198999.160589,58560,1
1576198999.163586,2,2
1576198999.1749356,1,2
1576198999.1776252,0,2
1576199000.168808,2734,0
1576199000.1691144,0,3
1576199000.1693969,1,2
1576199000.172258,6189,1
1576199000.1808133,9229,1
1576199000.1832237,9525,1
1576199000.187052,12730,0
1576199000.1873112,20762,1
1576199000.188135,9868,0
1576199000.1886442,20946,1
1576199000.1897595,1,3
1576199000.1902807,16764,1
1576199000.1930254,26913,1
1576199000.1953156,2,2
1576199000.1963792,28927,1
1576199000.1984704,2,3
1576199000.1987407,3,2
1576199000.2030258,30380,1
1576199000.2068856,33407,0
1576199000.2070515,3,3
1576199000.2071655,4,2
1576199000.209552,36102,1
1576199000.2111957,37634,1
1576199000.212802,35847,0
1576199000.2135181,40086,1
1576199000.213709,40709,1
1576199000.2140944,38191,1
1576199000.2151475,4,3
1576199000.2161102,43152,1
1576199000.2177577,43765,1
1576199000.2183912,5,2
1576199000.2184868,45384,1
1576199000.2186868,44621,1
1576199000.2200801,47760,1
1576199000.2206287,46642,1
1576199000.2207797,47256,1
1576199000.2211843,48803,1
1576199000.2235048,50089,1
1576199000.2238119,50099,1
1576199000.2238746,51187,1
1576199000.2266643,52726,1
1576199000.2273016,53378,1
1576199000.2276216,53278,1
1576199000.228299,53309,1
1576199000.2290163,55259,1
1576199000.2311335,57393,1
1576199000.231379,54109,1
1576199000.2318604,56429,1
1576199000.2328708,55249,1
1576199000.233358,4,2
1576199000.23507,58202,1
1576199000.2352016,58744,1
1576199000.2360032,59366,1
1576199000.2364438,58241,1
1576199000.237283,61065,1
1576199000.2378154,61359,1
1576199000.243323,3,2
1576199000.2461991,2,2
1576199000.2510266,1,2
1576199000.2539618,0,2
1576199004.2501187,2118,0
1576199004.2503338,0,3
1576199004.2512026,2052,0
1576199004.2526746,1,2
1576199004.254233,4740,1
1576199004.2570052,7710,1
1576199004.257362,1,3
1576199004.2610586,12477,1
1576199004.262079,2,2
1576199004.2622566,11744,1
1576199004.2625484,9638,1
1576199004.2661908,15771,1
1576199004.2683084,20382,1
1576199004.272877,21217,0
1576199004.2740507,25490,1
1576199004.2742834,23511,1
1576199004.2751818,26859,1
1576199004.2817814,2,3
1576199004.2951183,3,2
1576199004.2965415,48395,1
1576199004.3097303,61695,1
1576199004.321569,73579,1
1576199004.3218133,2,2
1576199004.3248446,76847,1
1576199004.3280823,77590,1
1576199004.3286676,80672,1
1576199004.3333333,82227,1
1576199004.3339798,82869,1
1576199004.3452623,93962,1
1576199004.3455498,1,2
1576199004.3497732,98683,1
1576199004.3499722,98904,1
1576199004.3505523,99475,1
1576199004.3540738,102931,1
1576199004.3559961,103986,1
1576199004.359946,0,2
1576199005.3537016,4165,0
1576199005.3544219,0,3
1576199005.35465,3447,0
1576199005.3551648,1,2
1576199005.3561983,1,3
1576199005.35838,2,2
1576199005.369181,17407,0
1576199005.369394,19654,1
1576199005.369771,20310,1
1576199005.3790731,2,3
1576199005.3814945,3,2
1576199005.382566,26979,0
1576199005.3853784,31322,1
1576199005.3861444,33705,1
1576199005.3899193,40309,1
1576199005.3904512,3,3
1576199005.3907504,4,2
1576199005.3977485,34759,0
1576199005.4012609,4,3
1576199005.4014952,5,2
1576199005.4027605,53283,1
1576199005.4094405,59874,1
1576199005.4175456,67979,1
1576199005.4297538,74090,1
1576199005.4311066,78100,1
1576199005.4317904,80898,1
1576199005.4355235,4,2
1576199005.4410965,87280,1
1576199005.441817,90982,1
1576199005.459743,108547,1
1576199005.4618306,103168,1
1576199005.464194,110974,1
1576199005.4692369,117361,1
1576199005.4713922,112302,1
1576199005.4968512,142267,1
1576199005.501695,144087,1
1576199005.5038762,151411,1
1576199005.5060532,3,2
1576199005.5204756,160851,1
1576199005.5211716,167837,1
1576199005.521526,166069,1
1576199005.5217779,163638,1
1576199005.5221322,170725,1
1576199005.5336723,176235,1
1576199005.5392532,183640,1
1576199005.5423589,186899,1
1576199005.5444956,189045,1
1576199005.555476,195502,1
1576199005.5596194,2,2
1576199005.566789,208263,1
1576199005.5680978,208011,1
1576199005.5685356,209171,1
1576199005.5726779,213313,1
1576199005.5786197,207156,1
1576199005.580958,205121,1
1576199005.5903134,224387,1
1576199005.5966682,237125,1
1576199005.5994985,237950,1
1576199005.619557,1,2
1576199005.6311693,0,2
1576199009.5899422,1096,0
1576199009.5900333,0,3
1576199009.5900955,1,2
1576199009.5909941,2161,1
1576199009.592464,3624,1
1576199009.594775,4919,1
1576199009.5954332,6573,1
1576199009.5999944,2170,0
1576199009.600111,0,3
1576199009.6001723,2,2
1576199009.6014614,11845,1
1576199009.601806,12577,1
1576199009.6030042,7497,0
1576199009.6030993,2,3
1576199009.6031625,3,2
1576199009.604589,15753,1
1576199009.619854,30971,1
1576199009.6274807,32756,1
1576199009.6316435,36559,1
1576199009.6321912,34837,1
1576199009.6394882,45227,1
1576199009.6396239,2,2
1576199009.6440465,47704,1
1576199009.6454246,48870,1
1576199009.6456423,51848,1
1576199009.6457062,52025,1
1576199009.6459978,50375,1
1576199009.6467924,54120,1
1576199009.6468856,51612,1
1576199009.6486602,52580,1
1576199009.6496592,54183,1
1576199009.6511111,53731,1
1576199009.6524956,56661,1
1576199009.652852,57625,1
1576199009.6618545,1,2
1576199009.6629484,0,2
1576199010.669226,10172,0
1576199010.669473,0,3
1576199010.6701896,1,2
1576199010.6710436,11250,0
1576199010.6733744,1,3
1576199010.6756978,15351,1
1576199010.6762357,2,2
1576199010.6815534,22342,1
1576199010.6900148,29222,1
1576199010.6922522,32432,1
1576199010.692758,29673,0
1576199010.6931615,31738,0
1576199010.69443,33990,1
1576199010.6995766,40102,1
1576199010.7086897,2,3
1576199010.7096653,49922,1
1576199010.7101746,44677,1
1576199010.7113194,3,2
1576199010.7129025,52762,1
1576199010.7152424,54355,1
1576199010.7161462,55405,1
1576199010.7171538,54025,1
1576199010.722045,3,3
1576199010.723302,60681,1
1576199010.725455,63180,1
1576199010.7274647,4,2
1576199010.729558,63967,1
1576199010.7358158,75641,1
1576199010.737645,74220,0
1576199010.7379382,4,3
1576199010.739548,78231,1
1576199010.743819,5,2
1576199010.7464633,83018,1
1576199010.750178,86346,1
1576199010.7526205,91401,1
1576199010.7637289,102076,1
1576199010.7654727,100494,1
1576199010.7703035,108383,1
1576199010.7713861,109116,1
1576199010.7761736,114011,1
1576199010.7762632,113588,1
1576199010.7787156,117126,1
1576199010.781695,121450,1
1576199010.7828362,122969,1
1576199010.7830734,4,2
1576199010.7835722,123688,1
1576199010.7866175,125866,1
1576199010.8047273,141227,1
1576199010.8077748,147857,1
1576199010.8226445,157857,1
1576199010.824478,155525,1
1576199010.8270955,162784,1
1576199010.8272471,162352,1
1576199010.828169,164253,1
1576199010.829107,164857,1
1576199010.8408675,174815,1
1576199010.8575516,3,2
1576199010.880693,2,2
1576199010.8980927,1,2
1576199010.924966,0,2
1576199014.8805869,1932,0
1576199014.8808274,0,3
1576199014.8810055,1,2
1576199014.8833165,3837,1
1576199014.8856568,5614,1
1576199014.8868906,6658,1
1576199014.8913615,10936,1
1576199014.8930163,13076,1
1576199014.8971117,11490,1
1576199014.8992126,19930,1
1576199014.9000723,18890,1
1576199014.9007466,12003,0
1576199014.9010315,1,3
1576199014.9028687,2,2
1576199014.9069152,16313,1
1576199014.9072208,18838,1
1576199014.9097142,20841,1
1576199014.909972,17884,1
1576199014.9128368,22948,1
1576199014.9162836,25608,1
1576199014.9176195,28655,1
1576199014.9181166,22089,0
1576199014.9190109,30153,1
1576199014.9198358,2,3
1576199014.9233344,3,2
1576199014.9297314,31123,1
1576199014.9304736,31482,1
1576199014.9321122,36326,1
1576199014.933427,35206,1
1576199014.940915,45975,1
1576199014.9422746,44446,1
1576199014.9424782,47098,1
1576199014.9433424,46140,1
1576199014.951238,2,2
1576199014.9656196,1,2
1576199014.9757707,0,2
1576199015.962566,2667,0
1576199015.9628408,0,3
1576199015.9630845,1,2
1576199015.968398,8319,1
1576199015.9701176,8903,1
1576199015.9790812,11415,0
1576199015.9801543,18778,1
1576199015.9817984,20322,1
1576199015.983612,15523,1
1576199015.9841907,21957,1
1576199015.9844003,16032,0
1576199015.9847882,21623,1
1576199015.986065,15154,1
1576199015.9875832,1,3
1576199015.990997,2,2
1576199015.9933922,2,3
1576199015.995397,31141,1
1576199016.0016422,33587,1
1576199016.0058858,3,2
1576199016.0067034,41469,1
1576199016.0123057,47519,1
1576199016.0144634,48665,1
1576199016.0171998,52357,1
1576199016.017268,48420,1
1576199016.0179002,49391,0
1576199016.0185893,53944,1
1576199016.028305,3,3
1576199016.0302975,63226,1
1576199016.0316358,4,2
1576199016.0321753,62373,0
1576199016.032717,65568,1
1576199016.0358336,70813,1
1576199016.0363824,4,3
1576199016.0412424,5,2
1576199016.0425026,75627,1
1576199016.0474968,81791,1
1576199016.0499613,83656,1
1576199016.0553985,87325,1
1576199016.0628412,96343,1
1576199016.063704,97536,1
1576199016.0690913,99156,1
1576199016.076475,108587,1
1576199016.07757,110838,1
1576199016.0780144,111528,1
1576199016.0807126,4,2
1576199016.081816,114214,1
1576199016.085742,117275,1
1576199016.089843,121504,1
1576199016.0908582,122224,1
1576199016.0951698,126340,1
1576199016.096027,128231,1
1576199016.0996199,132263,1
1576199016.1003,132413,1
1576199016.108827,141047,1
1576199016.1092453,141558,1
1576199016.112481,144761,1
1576199016.1203206,3,2
1576199016.1580882,2,2
1576199016.1771398,1,2
1576199016.2031958,0,2
1576199019.176849,1571,0
1576199019.177059,0,3
1576199019.1772099,1,2
1576199019.1784046,2933,1
1576199019.1816127,3382,0
1576199019.183496,7886,1
1576199019.1837986,6198,1
1576199019.1843612,1,3
1576199019.185523,6533,1
1576199019.1860898,9114,1
1576199019.1892679,2,2
1576199019.1902628,14232,1
1576199019.1904318,13167,1
1576199019.192923,15389,1
1576199019.1953561,16731,1
1576199019.1955543,13880,0
1576199019.1979308,17425,1
1576199019.198706,1,3
1576199019.1993198,21702,1
1576199019.200994,22505,1
1576199019.202083,3,2
1576199019.2022636,24669,1
1576199019.2073867,24743,1
1576199019.2095253,30646,1
1576199019.2107925,29603,1
1576199019.2131703,29524,1
1576199019.2142296,31138,1
1576199019.2155557,33037,1
1576199019.2171948,35070,1
1576199019.217538,35776,1
1576199019.220604,35887,1
1576199019.221505,39777,1
1576199019.2233078,40858,1
1576199019.2276437,2,2
1576199019.2410731,1,2
1576199019.2462628,0,2
1576199020.2653391,33010,0
1576199020.2658432,30795,0
1576199020.2660966,0,3
1576199020.2663765,1,2
1576199020.269249,35987,1
1576199020.2698822,1,3
1576199020.2710814,2,2
1576199020.2711744,38598,1
1576199020.2719934,39086,1
1576199020.2726924,38845,1
1576199020.2738733,40359,1
1576199020.2749515,41754,1
1576199020.2757547,42533,1
1576199020.2770064,39554,0
1576199020.279174,45459,1
1576199020.2792675,43652,1
1576199020.279645,2,3
1576199020.2800121,43871,1
1576199020.2804558,3,2
1576199020.28186,45839,1
1576199020.2819881,46389,1
1576199020.282359,45059,1
1576199020.2825367,46479,1
1576199020.283226,47700,1
1576199020.2832944,41595,0
1576199020.2866786,50074,1
1576199020.2869258,3,3
1576199020.2876198,50531,1
1576199020.2880604,43497,0
1576199020.2884066,51760,1
1576199020.289004,4,2
1576199020.2912955,54076,1
1576199020.2915082,54552,1
1576199020.291819,4,3
1576199020.2920332,54715,1
1576199020.292073,54656,1
1576199020.2931633,5,2
1576199020.2941284,56197,1
1576199020.295028,57556,1
1576199020.2965968,56346,1
1576199020.2997496,58758,1
1576199020.3029046,63503,1
1576199020.3044908,64118,1
1576199020.305902,64175,1
1576199020.306467,65676,1
1576199020.3074453,66118,1
1576199020.3074813,66840,1
1576199020.3082676,63304,1
1576199020.3120103,66827,1
1576199020.3246446,80729,1
1576199020.3401546,96239,1
1576199020.340877,96502,1
1576199020.3439891,97238,1
1576199020.3501265,106182,1
1576199020.395572,151683,1
1576199020.3962822,4,2
1576199020.4015803,3,2
1576199020.4092455,2,2
1576199020.4148045,1,2
1576199020.4194524,0,2
1576199024.3916771,1604,0
1576199024.3919806,0,3
1576199024.3932102,3049,1
1576199024.393923,1,2
1576199024.3955677,4194,1
1576199024.3959816,5296,1
1576199024.3977923,7529,1
1576199024.399212,6816,1
1576199024.4002652,10190,1
1576199024.4027147,12019,1
1576199024.4064658,14899,1
1576199024.4118295,10392,0
1576199024.4134219,0,3
1576199024.413737,2,2
1576199024.4147196,18939,1
1576199024.419641,23234,1
1576199024.4205275,24912,1
1576199024.421656,25984,1
1576199024.423344,27674,1
1576199024.4248903,28548,1
1576199024.4249961,29314,1
1576199024.4261851,28774,1
1576199024.4320512,23100,0
1576199024.432318,1,3
1576199024.432654,3,2
1576199024.4333436,24176,1
1576199024.434123,24655,1
1576199024.435489,26529,1
1576199024.4359887,2,2
1576199024.4368556,27043,1
1576199024.4379566,29078,1
1576199024.438009,28713,1
1576199024.4400988,30651,1
1576199024.44176,32856,1
1576199024.446696,1,2
1576199024.4514685,0,2
1576199025.4448268,1955,0
1576199025.4450498,0,3
1576199025.4464927,1,2
1576199025.447878,3103,1
1576199025.4482894,4844,1
1576199025.45223,6961,0
1576199025.45379,10925,1
1576199025.4544775,8555,0
1576199025.4547477,1,3
1576199025.454977,2,2
1576199025.456282,13000,1
1576199025.472813,2,3
1576199025.474377,29371,1
1576199025.478574,33637,1
1576199025.479248,31221,1
1576199025.4798996,3,2
1576199025.4813015,34453,0
1576199025.4825249,3,3
1576199025.4837978,38781,1
1576199025.4857595,4,2
1576199025.4887683,38365,1
1576199025.4907782,45363,1
1576199025.491285,43773,1
1576199025.4922438,40037,0
1576199025.493434,4,3
1576199025.4937198,47867,1
1576199025.4942713,46150,1
1576199025.4968095,50246,1
1576199025.497316,5,2
1576199025.4985979,53008,1
1576199025.5039485,57153,1
1576199025.5052245,59278,1
1576199025.511768,63123,1
1576199025.514764,67742,1
1576199025.5152502,70228,1
1576199025.5257673,80506,1
1576199025.5368788,71944,1
1576199025.5429964,96723,1
1576199025.5441163,98948,1
1576199025.5464249,96599,1
1576199025.5465097,96452,1
1576199025.5488427,100031,1
1576199025.5522192,106858,1
1576199025.5692987,121977,1
1576199025.5697052,122264,1
1576199025.5722125,121214,1
1576199025.5801423,124764,1
1576199025.59704,147978,1
1576199025.599185,146398,1
1576199025.6007998,145468,1
1576199025.6022322,151674,1
1576199025.608711,158991,1
1576199025.6149485,165676,1
1576199025.6153533,166414,1
1576199025.6231635,4,2
1576199025.6432762,194324,1
1576199025.6501172,3,2
1576199025.6894867,2,2
1576199025.726475,1,2
1576199025.759776,0,2
1576199029.7116718,1650,0
1576199029.7118697,0,3
1576199029.7125416,1,2
1576199029.7133253,2795,1
1576199029.71504,3545,1
1576199029.7187219,3659,0
1576199029.721424,1,3
1576199029.7216606,9647,1
1576199029.7219284,9145,1
1576199029.723171,12230,1
1576199029.726746,14597,1
1576199029.727202,2,2
1576199029.7275124,16453,1
1576199029.728187,17398,1
1576199029.7308989,14795,1
1576199029.7310882,15926,1
1576199029.7316604,17537,1
1576199029.7354443,20675,1
1576199029.7404232,25055,1
1576199029.7415254,26162,1
1576199029.7448454,30358,1
1576199029.7458727,28670,1
1576199029.7483602,17032,0
1576199029.750365,1,3
1576199029.751116,3,2
1576199029.7544847,22814,1
1576199029.7561436,23265,1
1576199029.7570007,22126,1
1576199029.757063,2,2
1576199029.7583466,26599,1
1576199029.760604,28203,1
1576199029.7622383,26755,1
1576199029.7625751,30948,1
1576199029.7626252,30538,1
1576199029.778933,1,2
1576199029.7939796,0,2
1576199030.7711556,2696,0
1576199030.7727869,0,3
1576199030.7744675,1,2
1576199030.779553,6647,1
1576199030.7799158,10088,1
1576199030.780899,7546,1
1576199030.7824063,13706,1
1576199030.783648,11121,1
1576199030.7844474,9555,1
1576199030.7855258,16571,1
1576199030.7915537,18864,1
1576199030.7938948,19660,0
1576199030.7957778,1,3
1576199030.7971892,2,2
1576199030.802817,25876,1
1576199030.8050315,26405,0
1576199030.8053825,23521,0
1576199030.805863,28002,1
1576199030.8067937,2,3
1576199030.807091,31897,1
1576199030.8087904,30412,1
1576199030.8090858,34687,1
1576199030.8100445,35288,1
1576199030.8119707,33942,1
1576199030.8123074,3,2
1576199030.8151512,3,3
1576199030.818962,40406,1
1576199030.8197358,4,2
1576199030.8204172,39187,1
1576199030.8211432,40962,1
1576199030.822331,43484,1
1576199030.822631,40604,0
1576199030.823651,44655,1
1576199030.8268707,45231,1
1576199030.8305194,4,3
1576199030.8340914,5,2
1576199030.8369277,54323,1
1576199030.8375194,62128,1
1576199030.8410456,62453,1
1576199030.8474007,69537,1
1576199030.848476,70512,1
1576199030.849,72048,1
1576199030.8555906,77470,1
1576199030.856274,78693,1
1576199030.8577912,76127,1
1576199030.8584452,78214,1
1576199030.8597689,82163,1
1576199030.8642337,82294,1
1576199030.864435,81654,1
1576199030.865294,83861,1
1576199030.8724575,90080,1
1576199030.8727303,89268,1
