timestamp,policy
1576197140.3547583,0
1576197140.5159445,0
1576197145.5198197,1
1576197145.6823483,0
1576197145.6825871,0
1576197150.8493967,0
1576197150.8512983,0
1576197156.0152955,0
1576197156.017124,0
1576197161.1856968,0
1576197161.1864104,0
1576197166.3504858,0
1576197166.354936,0
1576197171.5095584,1
1576197171.529005,1
1576197171.7071211,1
1576197171.7230937,1
1576197176.8866174,1
1576197176.909008,1
1576197182.0619512,0
1576197182.0822806,1
1576197182.2295444,1
1576197187.2580712,1
1576197187.399738,0
1576197187.573399,1
1576197192.4372241,1
1576197192.7499602,1
1576197197.628185,1
1576197197.92958,1
1576197202.8033736,1
1576197203.1101875,0
1576197203.283664,1
1576197207.9810998,1
1576197208.462407,1
1576197213.160296,0
1576197213.3354206,0
1576197213.646334,0
1576197213.8212736,0
1576197218.5107176,1
1576197218.6798234,0
1576197218.9952397,0
1576197223.8527129,0
1576197224.167422,0
1576197229.0237534,0
1576197229.335729,1
1576197229.4998431,0
1576197234.1907861,1
1576197234.3537333,0
1576197234.6614683,0
1576197239.5283654,0
1576197239.8361304,0
1576197244.7033954,1
1576197244.873505,1
1576197245.0095189,0
1576197250.0441363,1
1576197250.18367,0
1576197255.2172434,0
1576197255.3628345,1
1576197255.3837228,1
1576197255.5420482,0
1576197260.5573335,0
1576197260.7166357,1
1576197260.7255201,1
1576197260.8878572,0
1576197265.9025388,0
1576197266.0665286,0
1576197266.080319,0
1576197271.2335286,1
1576197271.2444472,1
1576197271.3987887,1
1576197271.4244137,1
1576197276.5711024,1
1576197276.60428,0
1576197276.7732854,1
1576197281.747242,0
1576197281.9188855,1
1576197281.9471314,1
1576197287.0930092,1
1576197287.1237173,1
1576197292.2659302,1
1576197292.3057327,1
1576197297.4404788,1
1576197297.4812582,0
1576197297.6523693,1
1576197302.6212442,1
1576197302.8346128,1
1576197307.8084712,0
1576197307.9842222,1
1576197308.0184965,1
1576197313.1670022,1
1576197313.200341,0
1576197313.3796787,0
1576197318.3435605,0
1576197318.5147269,1
1576197318.552735,0
1576197323.6828856,1
1576197323.7258227,0
1576197328.8566594,0
1576197328.8970673,1
1576197329.0253134,1
1576197329.0639837,0
1576197334.1979046,1
1576197334.2346017,1
1576197334.4016654,0
1576197339.3674946,1
1576197339.5690947,0
1576197344.536101,0
1576197344.7069683,1
1576197344.7413976,1
1576197344.912873,0
1576197349.882035,0
1576197350.0528207,0
1576197350.08906,0
1576197355.2282999,0
1576197355.2634757,0
1576197360.4064875,0
1576197360.432632,0
1576197365.5876806,1
1576197365.6139874,0
1576197365.7618937,1
1576197370.7937577,1
1576197370.947546,1
1576197370.978812,0
1576197376.1227717,1
1576197376.1547432,1
1576197376.3309798,1
1576197381.3220327,1
1576197381.5367546,1
1576197386.5081315,1
1576197386.7382326,1
1576197391.6770568,1
1576197391.9269404,0
1576197392.106153,0
1576197396.861176,1
1576197397.287631,1
1576197397.459054,1
1576197402.0544457,1
1576197402.6364646,0
1576197402.8123498,0
