timestamp,policy
1576231928.3047335,0
1576231928.466332,0
1576231933.469094,0
1576231933.6271954,1
1576231933.786509,0
1576231938.6352122,0
1576231938.9543371,0
1576231943.8040547,0
1576231944.123276,0
1576231948.9745822,0
1576231949.2887237,1
1576231949.45372,0
1576231954.1454163,0
1576231954.6169128,0
1576231959.3159475,0
1576231959.7842736,0
1576231964.488142,1
1576231964.6544447,1
1576231964.9512534,0
1576231969.8192492,0
1576231969.981315,0
1576231970.118761,1
1576231970.2847195,0
1576231975.1480486,1
1576231975.3137486,1
1576231975.4492688,0
1576231980.478062,1
1576231980.6147501,0
1576231985.6458998,1
1576231985.7856529,0
1576231990.8105817,1
1576231990.9551046,0
1576231995.975162,1
1576231996.1193054,1
1576231996.2893791,0
1576232001.1423392,1
1576232001.4605823,0
1576232006.3088138,0
1576232006.4706495,1
1576232006.6260974,1
1576232006.7958722,0
1576232011.6320446,1
1576232011.9633846,0
1576232016.799203,0
1576232016.96024,0
1576232017.1345005,1
1576232017.3040166,1
1576232022.1249194,1
1576232022.2938974,1
1576232022.479333,0
1576232022.6489522,0
1576232027.462446,1
1576232027.814258,1
1576232027.9879026,1
1576232032.6325004,1
1576232033.1572323,0
1576232033.321204,0
1576232037.801579,1
1576232038.4874754,0
1576232042.970068,0
1576232043.132962,0
1576232043.653931,0
1576232048.300997,0
1576232048.8178189,0
1576232053.4659297,0
1576232053.9834878,1
1576232054.1471329,1
1576232058.6294348,0
1576232059.3174057,0
1576232059.4793072,0
1576232063.7966561,1
1576232063.960775,0
1576232064.646682,1
1576232064.8102205,1
1576232069.1242018,0
1576232069.9799416,1
1576232074.2896957,0
1576232075.1493208,0
1576232075.3130178,1
1576232079.4569938,0
1576232080.4843497,0
1576232080.6496248,0
1576232084.6258645,0
1576232085.8203783,0
1576232089.7905972,0
1576232090.980959,1
1576232091.1370325,0
1576232094.954895,0
1576232096.3049726,0
1576232100.1233082,0
1576232101.4742546,0
1576232105.2836838,0
1576232106.6391726,0
1576232110.447256,1
1576232110.6128345,0
1576232111.8091264,0
1576232115.78019,0
1576232116.9810379,0
1576232120.947834,0
1576232122.147081,1
1576232122.3062992,1
1576232126.1123068,0
1576232127.4711244,0
1576232127.6413481,0
1576232131.2739203,0
1576232132.814268,1
1576232132.9817684,1
1576232136.4389255,0
1576232138.150738,0
1576232138.3195775,0
1576232141.6049168,0
1576232143.4830208,1
1576232143.6481562,1
1576232146.7709615,0
1576232148.8178496,0
1576232148.9807775,0
1576232151.9380455,0
1576232154.1494544,1
1576232154.3171847,0
1576232157.1064665,1
1576232157.2733898,1
1576232159.4844465,0
1576232162.4415634,1
1576232164.654776,0
1576232167.6179037,1
1576232169.8149664,0
1576232172.7846556,1
1576232174.9806628,0
1576232177.9631138,1
1576232180.1454113,0
1576232183.1326091,0
1576232183.3005133,0
1576232185.3142364,0
1576232188.4706898,0
1576232190.4824395,0
1576232193.636308,0
1576232195.6477785,0
1576232198.803152,0
1576232200.8177853,0
1576232203.970352,0
1576232205.9851038,0
1576232209.1342487,0
1576232211.1485598,0
1576232214.2989836,0
1576232216.3174307,0
1576232219.4662812,0
1576232221.48559,0
1576232224.6371832,0
1576232226.6626427,0
1576232229.8145072,0
1576232231.8299513,0
1576232234.9779682,0
1576232237.0062184,0
1576232240.1426013,0
1576232242.1771083,1
1576232242.3399184,1
1576232245.309301,0
1576232247.5110083,0
1576232247.6827161,1
1576232250.4747875,0
1576232252.8564608,1
1576232255.6393256,0
1576232258.0384986,1
1576232260.800989,0
1576232263.2104406,0
1576232263.3791347,0
1576232265.9667585,0
1576232268.5481853,0
1576232271.1348858,0
1576232273.716747,0
1576232276.2996423,0
1576232278.882414,1
1576232279.0476687,0
1576232281.467344,0
1576232284.218563,0
1576232286.6379657,0
1576232289.3831549,0
1576232291.8062856,0
1576232294.555141,1
1576232294.7217326,0
1576232296.9733658,0
1576232299.8866901,0
1576232302.1425717,1
1576232302.312794,1
1576232305.0526874,0
1576232307.4834502,1
1576232310.2193298,0
1576232312.6468053,1
1576232315.389224,0
1576232317.820489,1
1576232320.5556324,1
1576232320.7184567,0
1576232323.0036452,1
1576232325.8838496,0
1576232328.1791437,1
1576232331.0540543,0
1576232333.3574193,1
1576232336.2201989,0
1576232338.5306413,1
1576232341.3824296,0
1576232343.6969109,1
1576232346.5473726,1
1576232346.709103,0
1576232348.861365,0
1576232349.0268486,0
1576232351.876762,0
1576232354.1932929,0
1576232357.0437548,0
1576232359.3599553,0
1576232362.222999,1
1576232362.3923123,1
1576232364.5309505,0
1576232367.56749,1
1576232369.6988444,0
1576232372.7419968,1
1576232374.863334,0
1576232377.9073396,1
1576232380.0268586,0
1576232383.0814188,1
1576232385.192583,0
1576232388.2617633,0
1576232388.424782,0
1576232390.362292,0
1576232393.5903282,0
1576232395.5301006,1
1576232395.6971493,0
1576232398.7587745,1
1576232398.9180825,0
1576232400.8660758,1
1576232401.0285192,0
1576232404.085193,0
1576232406.1937323,0
1576232409.2513368,0
1576232411.3626688,0
1576232414.4223354,0
1576232416.5302455,1
1576232416.696737,0
1576232419.5857794,1
1576232419.7509656,0
1576232421.8647084,0
1576232424.9212382,0
1576232427.031649,1
1576232427.1913562,1
1576232430.0900571,0
1576232432.362667,1
1576232435.2581549,0
1576232437.5351157,0
1576232437.704716,0
1576232440.4198964,1
1576232440.583678,0
1576232442.8811936,1
1576232443.0523489,1
1576232445.7540665,0
1576232448.2247455,0
1576232448.3959982,0
1576232450.9210196,0
1576232453.559955,0
1576232456.0842252,1
1576232456.2452135,0
1576232458.7281537,0
1576232461.4117105,0
1576232463.891577,1
1576232464.0540063,0
1576232466.5840654,0
1576232469.2203085,0
1576232471.7516286,0
1576232474.3905735,0
1576232476.9195478,0
1576232479.5600653,0
1576232482.0859861,1
1576232482.25856,1
1576232484.7278256,1
1576232484.8938732,0
1576232487.4314992,0
1576232487.6061022,1
1576232490.0604966,1
1576232490.2200623,0
1576232492.7802067,1
1576232495.3906102,0
1576232497.9460144,1
1576232500.5550985,0
1576232503.1230078,1
1576232505.7238488,0
1576232508.300167,0
1576232508.4737456,0
1576232510.8916543,0
1576232513.6389196,0
1576232516.0601377,0
1576232518.8077745,0
1576232521.2289732,0
1576232523.973173,0
1576232526.3954098,0
1576232529.1437342,1
1576232529.3085873,1
1576232531.557069,0
1576232534.4758584,0
1576232534.6336093,0
1576232536.7261107,0
1576232539.8020756,1
1576232539.967345,0
1576232541.8944135,0
1576232545.1359239,1
1576232545.292283,0
1576232547.064529,0
1576232550.4631548,0
1576232552.2411728,1
1576232552.4049003,1
1576232555.634912,0
1576232557.5667925,0
1576232557.733599,0
1576232560.8027797,0
1576232562.9036083,0
1576232565.9684978,0
1576232568.0714264,1
1576232568.2292664,0
1576232571.132847,0
1576232573.404376,0
1576232576.3047717,0
1576232578.5676136,0
1576232581.47471,1
1576232581.6395576,0
1576232583.737765,0
1576232586.809946,1
1576232586.9810615,0
1576232588.9054573,0
1576232592.1497316,1
1576232592.322229,1
1576232594.0739279,0
1576232597.484987,0
1576232597.6585894,0
1576232599.2379804,0
1576232602.8363078,1
1576232603.0047398,1
1576232604.411177,0
1576232608.1733434,0
1576232608.3362217,0
1576232609.5761843,0
1576232613.5073028,1
1576232613.6728063,0
1576232614.748244,0
1576232618.8429432,0
1576232619.9140058,0
1576232624.0100584,0
1576232625.080598,0
1576232629.1784647,0
1576232630.2491927,0
1576232634.3458648,1
1576232634.5132897,1
1576232635.4150803,0
1576232639.6806142,0
1576232639.8412662,0
1576232640.5812223,1
1576232640.7461476,0
1576232645.0159636,1
1576232645.1826665,1
1576232645.911509,0
1576232650.350145,0
1576232650.5141747,0
1576232651.0716267,0
1576232655.6738818,0
1576232656.2346091,0
1576232660.8428688,0
1576232661.3990934,0
1576232666.0047174,0
1576232666.5671744,0
1576232671.1756241,0
1576232671.7388818,0
1576232676.3433275,0
1576232676.9017975,0
1576232681.5105097,0
1576232682.0685894,0
1576232686.683017,0
1576232687.2368984,0
1576232691.8521965,0
1576232692.4004364,1
1576232692.5718436,1
1576232697.0213127,0
1576232697.7480855,1
1576232702.1942058,1
1576232702.3588934,1
1576232702.924996,1
1576232707.535527,0
1576232707.7006338,1
1576232708.0916355,0
1576232708.266687,0
1576232712.8762705,1
1576232713.4393942,0
1576232718.0510004,1
1576232718.610447,0
1576232723.2311957,1
1576232723.7781656,0
1576232728.4026165,0
1576232728.5764103,0
1576232728.9465034,0
1576232733.7458165,0
1576232734.114531,1
1576232734.2807734,0
1576232738.9133043,0
1576232739.4428172,1
1576232739.6051648,0
1576232744.0816042,0
1576232744.7736826,0
1576232749.2506435,0
1576232749.9361494,0
1576232754.4173188,0
1576232755.1049118,0
1576232759.580944,1
1576232759.73994,0
1576232760.2726457,0
1576232764.9006634,0
1576232765.4381735,0
1576232770.0688462,0
1576232770.603099,0
1576232775.236654,0
1576232775.7671926,1
1576232775.9299424,0
1576232780.4017901,0
1576232781.0946085,0
1576232785.5750868,1
1576232785.7384632,0
1576232786.2630174,0
1576232790.9082372,0
1576232791.4272149,0
1576232796.079023,0
1576232796.5942667,1
1576232796.7556198,0
1576232801.245114,0
1576232801.9232843,0
1576232806.4118192,0
1576232807.0939846,1
1576232807.2696161,1
1576232811.577319,0
1576232812.4415517,1
1576232816.7435396,0
1576232817.616382,1
1576232821.9102044,0
1576232822.7951903,1
1576232827.0778756,1
1576232827.2443156,1
1576232827.969256,1
1576232832.4167295,0
1576232832.5864284,1
1576232833.1420386,0
1576232833.3067539,0
1576232837.7647073,1
1576232838.4804192,0
1576232842.9461017,1
1576232843.6486366,0
1576232848.1232646,1
1576232848.8167224,0
1576232853.3005798,1
1576232853.9858449,0
1576232858.4727645,0
1576232858.6354592,0
1576232859.1518972,0
1576232863.8017676,0
1576232864.3134434,0
1576232868.9658263,1
1576232869.1287308,0
1576232869.4789531,0
1576232874.2944653,0
1576232874.641102,0
1576232879.4611812,0
