timestamp,error_val,type
1576231947.1480246,65627,1
1576231947.148674,66925,1
1576231947.1487584,65795,1
1576231947.1493375,4,2
1576231947.154545,72290,1
1576231947.1547196,73324,1
1576231947.1561375,69049,1
1576231947.1567554,74991,1
1576231947.158761,72185,1
1576231947.1594505,76296,1
1576231947.1596818,75599,1
1576231947.1611884,77309,1
1576231947.1612532,73766,0
1576231947.1643567,75525,0
1576231947.1656883,79845,1
1576231947.1666121,80605,1
1576231947.1667888,81696,1
1576231947.167398,83321,1
1576231947.1674595,4,3
1576231947.1690094,5,2
1576231947.1739597,84716,1
1576231947.1750515,86719,1
1576231947.1767702,87503,1
1576231947.176924,89706,1
1576231947.1787152,90536,0
1576231947.179258,89457,1
1576231947.179709,88667,1
1576231947.1840136,94913,1
1576231947.1842282,92941,0
1576231947.1854188,97085,1
1576231947.212013,4,2
1576231947.215203,3,2
1576231947.2209005,2,2
1576231947.2227032,1,2
1576231947.223496,0,2
1576231947.6742854,586856,0
1576231947.6852076,597029,0
1576231947.6927304,601827,0
1576231948.1772592,1089837,0
1576231948.1882203,1100042,0
1576231948.195476,1104576,0
1576231948.680431,1593007,0
1576231948.691142,1602965,0
1576231948.6982265,1607330,0
1576231949.1844382,2096899,0
1576231949.1939855,2105826,0
1576231949.201009,2110116,0
1576231949.6876085,2600187,0
1576231949.6965113,2608368,0
1576231949.7039454,2613046,0
1576231950.1901286,3102750,0
1576231950.1985502,3110434,0
1576231950.2062821,3115412,0
1576231952.197269,5529,0
1576231952.1976805,0,3
1576231952.1986556,1,2
1576231952.1992722,7221,1
1576231952.199642,7573,1
1576231952.2005193,8278,1
1576231952.201427,9284,1
1576231952.2039907,12285,1
1576231952.2041924,11702,1
1576231952.2043233,11754,1
1576231952.204815,12699,1
1576231952.2061384,6597,0
1576231952.2062109,1,3
1576231952.2065847,2,2
1576231952.2079103,7476,1
1576231952.2082763,8457,1
1576231952.2084603,8021,1
1576231952.2087574,8930,1
1576231952.2096283,9591,1
1576231952.210127,9875,1
1576231952.2112663,8452,0
1576231952.2117345,11895,1
1576231952.212244,1,3
1576231952.2123353,12351,1
1576231952.2137606,3,2
1576231952.2140198,12454,1
1576231952.2145913,12960,1
1576231952.2149022,13354,1
1576231952.215647,13715,1
1576231952.2157829,12986,0
1576231952.2165704,14335,1
1576231952.2169173,15630,1
1576231952.2172663,2,3
1576231952.2179883,16193,1
1576231952.2181273,4,2
1576231952.2192512,17240,1
1576231952.2194626,17109,1
1576231952.2201996,17811,1
1576231952.2207637,17950,1
1576231952.221194,17605,0
1576231952.221722,19672,1
1576231952.2223217,19582,1
1576231952.2226167,3,3
1576231952.2230756,20397,1
1576231952.223708,5,2
1576231952.225354,22449,1
1576231952.2255104,22980,1
1576231952.2255661,22903,1
1576231952.2270103,24014,1
1576231952.2272878,23565,1
1576231952.2274885,24600,1
1576231952.2278464,25242,1
1576231952.2280347,25392,1
1576231952.228824,26200,1
1576231952.2299893,27538,1
1576231952.2304056,24447,0
1576231952.2307324,4,3
1576231952.2311819,6,2
1576231952.23141,5,2
1576231952.2329032,25798,0
1576231952.2329314,26462,1
1576231952.2330108,26629,1
1576231952.2339005,27541,1
1576231952.2341838,25938,0
1576231952.2341979,27280,1
1576231952.23424,27696,1
1576231952.234595,28195,1
1576231952.2348034,28615,1
1576231952.2350295,28837,1
1576231952.2395985,4,2
1576231952.244013,3,2
1576231952.2491019,2,2
1576231952.2530572,1,2
1576231952.2559319,0,2
1576231952.7378035,530820,0
1576231952.7394361,532739,0
1576231953.2413895,1034720,0
1576231953.2426486,1036196,0
1576231953.7454479,1538830,0
1576231953.7470143,1540553,0
1576231954.2502449,2042656,0
1576231954.2516026,2044938,0
1576231954.754428,2547816,0
1576231954.755729,2548986,0
1576231955.2580914,3051072,0
1576231955.2587569,3052312,0
1576231957.2556133,6277,0
1576231957.256841,0,3
1576231957.258093,8825,1
1576231957.2586842,1,2
1576231957.2621305,10762,1
1576231957.2629156,13371,1
1576231957.2630033,10823,0
1576231957.2632773,13561,1
1576231957.266256,15035,1
1576231957.267716,1,3
1576231957.2686262,17833,1
1576231957.2687883,18041,1
1576231957.2688324,2,2
1576231957.2692614,17096,1
1576231957.2708032,19785,1
1576231957.2737815,20175,0
1576231957.274845,23155,1
1576231957.277222,23727,1
1576231957.2777455,26404,1
1576231957.279037,2,3
1576231957.283244,29328,1
1576231957.2853484,3,2
1576231957.2858727,33022,1
1576231957.2876623,36269,1
1576231957.2886724,37613,1
1576231957.289448,38492,1
1576231957.2898028,37535,1
1576231957.290605,36826,0
1576231957.293363,3,3
1576231957.2939377,40718,1
1576231957.2943673,41825,1
1576231957.2956836,4,2
1576231957.2967093,44536,1
1576231957.3000555,48593,1
1576231957.3011036,48164,1
1576231957.3015504,49659,1
1576231957.3024983,47585,1
1576231957.3043096,49839,1
1576231957.3064485,53861,1
1576231957.3066065,50607,1
1576231957.307529,53946,1
1576231957.3093493,57510,1
1576231957.3100195,55683,0
1576231957.311725,59777,1
1576231957.3126018,4,3
1576231957.3131604,61435,1
1576231957.3143876,5,2
1576231957.3162296,63118,1
1576231957.3177853,63467,1
1576231957.319158,64920,1
1576231957.3209035,67637,1
1576231957.3230114,69519,1
1576231957.3245268,69989,1
1576231957.3272054,73827,1
1576231957.328306,70599,0
1576231957.3301332,76343,1
1576231957.3319602,71604,0
1576231957.3331637,72607,0
1576231957.347011,4,2
1576231957.3590608,3,2
1576231957.3666263,2,2
1576231957.3757992,1,2
1576231957.3783698,0,2
1576231957.8329377,578211,0
1576231957.834986,574752,0
1576231957.8367567,576373,0
1576231958.3363593,1081660,0
1576231958.3382163,1077979,0
1576231958.3402138,1079831,0
1576231958.839743,1585043,0
1576231958.8418307,1581592,0
1576231958.8436208,1583008,0
1576231959.344123,2089410,0
1576231959.3464608,2086005,0
1576231959.3485372,2087364,0
1576231959.8494277,2594643,0
1576231959.852465,2591738,0
1576231959.8525999,2592130,0
1576231960.3534322,3098745,0
1576231960.356196,3095541,0
1576231960.357573,3097158,0
1576231962.3571463,1608,0
1576231962.3573587,0,3
1576231962.3597596,1,2
1576231962.3602471,4240,1
1576231962.3630733,5906,1
1576231962.3632555,4933,1
1576231962.365171,9253,1
1576231962.3658621,9665,1
1576231962.3664687,10629,1
1576231962.3682878,10877,1
1576231962.3690276,9434,0
1576231962.3711462,10711,0
1576231962.3715353,15536,1
1576231962.3716128,1,3
1576231962.3728628,2,2
1576231962.3763614,2,3
1576231962.3776784,18092,1
1576231962.3800335,21112,1
1576231962.3827107,24261,1
1576231962.3838398,3,2
1576231962.3861012,26165,1
1576231962.3863409,22282,0
1576231962.3868403,27094,1
1576231962.389265,2,3
1576231962.389402,28816,1
1576231962.391255,31245,1
1576231962.3926184,4,2
1576231962.3935902,33772,1
1576231962.3936367,34464,1
1576231962.396722,36822,1
1576231962.3974192,36225,1
1576231962.3992991,39349,1
1576231962.3997014,32347,0
1576231962.4010913,40322,1
1576231962.4031878,3,3
1576231962.4041324,41993,1
1576231962.4044158,42115,1
1576231962.4063945,41420,1
1576231962.406879,5,2
1576231962.410909,45447,1
1576231962.4111722,45115,1
1576231962.412321,45100,1
1576231962.4127724,43476,0
1576231962.4152248,4,3
1576231962.416028,51002,1
1576231962.4176888,51128,1
1576231962.418128,6,2
1576231962.4202814,52017,1
1576231962.4203207,53950,1
1576231962.4221623,53509,1
1576231962.4225624,52324,1
1576231962.4228184,53158,0
1576231962.425347,56000,1
1576231962.428459,62148,1
1576231962.4294333,62486,1
1576231962.4297853,64190,1
1576231962.4305396,62801,1
1576231962.4349146,66282,1
1576231962.4350324,68902,1
1576231962.4357204,68516,1
1576231962.4361823,68556,1
1576231962.4377134,69633,1
1576231962.4403398,73058,1
1576231962.4412494,70527,0
1576231962.443796,76008,1
1576231962.4443357,76282,1
1576231962.444648,76475,1
1576231962.4450567,77658,1
1576231962.449216,5,2
1576231962.4573753,4,2
1576231962.4672706,3,2
1576231962.4789567,2,2
1576231962.4878983,1,2
1576231962.4918404,0,2
1576231962.9269872,559892,0
1576231962.9464304,576134,0
1576231963.437932,1070838,0
1576231963.4496632,1079341,0
1576231963.9407725,1573737,0
1576231963.952918,1582620,0
1576231964.444785,2077544,0
1576231964.4562063,2085898,0
1576231964.9514768,2583960,0
1576231964.9591956,2588926,0
1576231965.4552524,3088143,0
1576231965.4624715,3092177,0
1576231967.4579885,1166,0
1576231967.458164,0,3
1576231967.458699,1,2
1576231967.4594252,2530,1
1576231967.461014,3892,1
1576231967.4641242,6565,1
1576231967.4651234,7216,1
1576231967.4669018,8945,1
1576231967.4679875,11119,1
1576231967.4701085,11904,1
1576231967.4728615,14412,1
1576231967.474254,9971,0
1576231967.475471,0,3
1576231967.4774718,2,2
1576231967.4805048,14530,0
1576231967.4811485,19625,1
1576231967.481981,1,3
1576231967.4835148,20117,1
1576231967.4855952,23024,1
1576231967.48619,3,2
1576231967.4873495,24580,1
1576231967.4884846,26061,1
1576231967.490289,27329,1
1576231967.4914105,29111,1
1576231967.4915307,30302,1
1576231967.4917145,26655,0
1576231967.4949899,30376,1
1576231967.4951618,32041,1
1576231967.4956696,3,3
1576231967.4953315,31186,1
1576231967.4965463,33269,1
1576231967.497584,4,2
1576231967.5002894,37194,1
1576231967.5070028,36925,1
1576231967.5080311,41540,1
1576231967.5081427,43978,1
1576231967.5109239,43698,0
1576231967.511506,46984,1
1576231967.5119307,47111,1
1576231967.514042,49834,1
1576231967.5141814,3,3
1576231967.5153444,48400,1
1576231967.5157757,5,2
1576231967.5163581,50505,1
1576231967.519526,54448,1
1576231967.5197573,54367,1
1576231967.5217466,53547,1
1576231967.522069,54741,1
1576231967.522896,55565,1
1576231967.526826,59466,1
1576231967.5276356,60316,1
1576231967.528015,59931,1
1576231967.5294576,62512,1
1576231967.530807,63757,1
1576231967.5314324,57416,0
1576231967.5332084,66716,1
1576231967.5333502,4,3
1576231967.538843,6,2
1576231967.5405395,67436,1
1576231967.541084,66534,1
1576231967.5414155,67240,1
1576231967.5416565,67353,1
1576231967.5437555,70642,1
1576231967.5441606,70540,1
1576231967.5463233,72288,1
1576231967.5465007,70049,0
1576231967.5480053,72949,1
1576231967.548296,5,2
1576231967.5503387,74513,0
1576231967.5585904,4,2
1576231967.5685868,3,2
1576231967.5749638,2,2
1576231967.5817416,1,2
1576231967.587002,0,2
1576231968.053153,577240,0
1576231968.0541084,578758,0
1576231968.5599368,1084031,0
1576231968.5613587,1085730,0
1576231969.0643632,1588475,0
1576231969.0653567,1590500,0
1576231969.5682266,2092362,0
1576231969.569835,2094459,0
1576231970.0718858,2595978,0
1576231970.0737705,2598615,0
1576231970.575571,3099670,0
1576231970.5777535,3102887,0
1576231972.5787723,2467,0
1576231972.5794024,0,3
1576231972.5800347,1,2
1576231972.5822625,5262,1
1576231972.584973,7662,1
1576231972.5873718,8525,0
1576231972.5910635,14261,1
1576231972.5915108,9891,1
1576231972.5928311,1,3
1576231972.5953808,2,2
1576231972.5981138,21524,1
1576231972.5984838,19909,0
1576231972.6023166,2,3
1576231972.603389,25866,1
1576231972.6037128,3,2
1576231972.6052155,27291,1
1576231972.6053104,25951,1
1576231972.6082537,27311,1
1576231972.6085105,29928,1
1576231972.6093657,30260,1
1576231972.6112301,32779,1
1576231972.6127498,33741,1
1576231972.613294,33925,0
1576231972.6134288,35524,1
1576231972.6161888,35536,0
1576231972.6166384,3,3
1576231972.616692,37977,1
1576231972.617014,38305,1
1576231972.6174076,37424,1
1576231972.619978,42051,1
1576231972.6204565,4,2
1576231972.6250489,4,3
1576231972.6262014,48595,1
1576231972.6280563,44193,1
1576231972.628115,49399,1
1576231972.6288342,5,2
1576231972.629492,50405,1
1576231972.6296513,51172,1
1576231972.6307728,51705,1
1576231972.630958,50737,1
1576231972.6334016,54055,1
1576231972.6365957,58099,1
1576231972.6372702,58217,1
1576231972.637563,58302,1
1576231972.6394577,59806,1
1576231972.640983,60948,1
1576231972.6418285,62167,0
1576231972.6429176,63253,0
1576231972.6430368,62376,1
1576231972.64753,68574,1
1576231972.6477222,67923,1
1576231972.64819,67236,1
1576231972.6486099,68261,1
1576231972.6491652,67846,1
1576231972.6493716,69321,1
1576231972.649576,69871,1
1576231972.6547685,75550,1
1576231972.6548235,72381,0
1576231972.669896,4,2
1576231972.679037,3,2
1576231972.6911168,2,2
1576231972.6958702,1,2
1576231972.6982913,0,2
1576231973.1466684,567091,0
1576231973.148278,568717,0
1576231973.1591082,578866,0
1576231973.6497278,1070052,0
1576231973.651471,1071903,0
1576231973.6619675,1081747,0
1576231974.1527529,1573176,0
1576231974.1544747,1574915,0
1576231974.165046,1584790,0
1576231974.6560256,2076445,0
1576231974.6576083,2077883,0
1576231974.6679811,2087740,0
1576231975.1608598,2581160,0
1576231975.16249,2582603,0
1576231975.1707432,2590530,0
1576231975.666451,3086842,0
1576231975.6665912,3086425,0
1576231975.6732595,3093040,0
1576231977.6693537,843,0
1576231977.6694677,0,3
1576231977.6712322,1,2
1576231977.6719317,3019,1
1576231977.6724076,3149,1
1576231977.6736124,4650,1
1576231977.6738045,3090,0
1576231977.6740618,3651,1
1576231977.675345,4323,1
1576231977.6755497,4228,1
1576231977.6772122,1,3
1576231977.6789002,8868,1
1576231977.6821554,2,2
1576231977.6829984,9279,1
1576231977.685232,14629,1
1576231977.6857665,13668,1
1576231977.6876965,13715,1
1576231977.6881099,18069,1
1576231977.688927,19175,1
1576231977.6894546,19261,1
1576231977.6899948,20231,1
1576231977.690476,20876,1
1576231977.6925783,17790,0
1576231977.6930323,1,3
1576231977.6935928,3,2
1576231977.6953773,19520,0
1576231977.6964562,21486,1
1576231977.6965225,20724,1
1576231977.6971624,22226,1
1576231977.6976774,3,3
1576231977.6983583,23464,1
1576231977.698633,4,2
1576231977.6988997,24618,1
1576231977.699466,25076,1
1576231977.699907,23802,1
1576231977.701643,26628,1
1576231977.7025006,27328,1
1576231977.7028933,27524,1
1576231977.7041187,28874,1
1576231977.7052193,29223,1
1576231977.7053015,29750,0
1576231977.705969,3,3
1576231977.7061353,29596,0
1576231977.7073336,31816,1
1576231977.7074647,31724,1
1576231977.7076948,5,2
1576231977.7089026,33241,1
1576231977.710321,4,3
1576231977.7108417,34070,1
1576231977.7115238,33152,1
1576231977.711708,33230,1
1576231977.7119484,6,2
1576231977.7125196,36706,1
1576231977.7125897,35220,1
1576231977.713574,36518,1
1576231977.7139418,38068,1
1576231977.717595,41346,1
1576231977.718642,43058,1
1576231977.7188234,42452,1
1576231977.7190564,43532,1
1576231977.7214162,42524,0
1576231977.7220583,46606,1
1576231977.7232685,46850,1
1576231977.723426,47836,1
1576231977.724492,47874,1
1576231977.7248833,48404,1
1576231977.7260945,50039,1
1576231977.7279196,43460,0
1576231977.7290008,5,2
1576231977.73377,4,2
1576231977.739334,3,2
1576231977.7473922,2,2
1576231977.7527013,1,2
1576231977.7564008,0,2
1576231978.2267454,548032,0
1576231978.2306385,546288,0
1576231978.7301047,1051391,0
1576231978.7333944,1049046,0
1576231979.2329192,1554216,0
1576231979.23606,1551720,0
1576231979.73585,2057143,0
1576231979.7386563,2054317,0
1576231980.2390304,2560326,0
1576231980.2413,2556961,0
1576231980.7426593,3063917,0
1576231980.7446637,3060301,0
1576231982.746335,1516,0
1576231982.7465212,0,3
1576231982.7482553,1,2
1576231982.749396,4466,1
1576231982.749788,3354,0
1576231982.7502692,4387,1
1576231982.7522695,6253,1
1576231982.7530847,1,3
1576231982.754537,8663,1
1576231982.7572742,2,2
1576231982.760751,12911,1
1576231982.7616155,12793,1
1576231982.7624922,12713,1
1576231982.7637844,18297,1
1576231982.7670932,18725,1
1576231982.7691686,21283,1
1576231982.769475,20845,1
1576231982.7699413,20166,0
1576231982.771251,22222,1
1576231982.772476,22393,0
1576231982.7731187,26082,1
1576231982.7734907,24422,1
1576231982.7754915,24724,1
1576231982.776335,2,3
1576231982.778459,30206,1
1576231982.779125,3,2
1576231982.7810886,3,3
1576231982.7812085,33084,1
1576231982.7817943,32096,1
1576231982.783733,4,2
1576231982.7896237,40224,1
1576231982.7911735,42429,1
1576231982.7916274,37838,0
1576231982.7918212,35500,1
1576231982.7930694,41266,1
1576231982.7931316,40364,1
1576231982.7934203,42892,1
1576231982.7940824,43177,1
1576231982.7942228,43735,1
1576231982.7948713,4,3
1576231982.796294,5,2
1576231982.796617,44432,0
1576231982.7982016,47959,1
1576231982.798827,48728,1
1576231982.8000429,49044,1
1576231982.8017144,50456,1
1576231982.8031619,52218,1
1576231982.8042254,51057,0
1576231982.8045382,54826,1
1576231982.8067818,55122,1
1576231982.8079145,56556,1
1576231982.8089926,56807,1
1576231982.8109396,57915,1
1576231982.8136508,58459,0
1576231982.8156538,64665,1
1576231982.8160117,64224,1
1576231982.8182464,65814,1
1576231982.8214014,69737,1
1576231982.8255937,4,2
1576231982.8344233,3,2
1576231982.8454223,2,2
1576231982.854748,1,2
1576231982.8604052,0,2
1576231983.3044727,553106,0
1576231983.3135757,561739,0
1576231983.3203633,566231,0
1576231983.8076613,1056297,0
1576231983.8168628,1065096,0
1576231983.8229473,1068832,0
1576231984.3109026,1559545,0
1576231984.3198392,1568081,0
1576231984.3256302,1571479,0
1576231984.813947,2062597,0
1576231984.822892,2071141,0
1576231984.828119,2074017,0
1576231985.316879,2565507,0
1576231985.3261414,2574374,0
1576231985.3308873,2576774,0
1576231985.8214135,3070011,0
1576231985.8296084,3077811,0
1576231985.8334432,3079320,0
1576231987.8244014,1076,0
1576231987.8245838,0,3
1576231987.8252444,1,2
1576231987.8267047,3062,1
1576231987.828051,3447,1
1576231987.8301325,6791,1
1576231987.8311906,5124,1
1576231987.8326895,8210,1
1576231987.8337674,9211,1
1576231987.8346822,10869,1
1576231987.8352191,10648,1
1576231987.8389468,6909,0
1576231987.8391454,0,3
1576231987.8394165,2,2
1576231987.843771,12007,1
1576231987.8454723,14176,1
1576231987.8473527,12812,1
1576231987.8492963,16088,1
1576231987.849342,15196,0
1576231987.8503768,17831,1
1576231987.850824,16553,1
1576231987.8516405,19308,1
1576231987.8525581,2,3
1576231987.8535635,21430,1
1576231987.8539133,3,2
1576231987.8587155,23473,1
1576231987.8623106,29120,1
1576231987.8634381,31354,1
1576231987.8644803,32208,1
1576231987.8652894,32118,1
1576231987.8663962,34016,1
1576231987.8672237,31586,0
1576231987.8674788,34882,1
1576231987.867972,2,3
1576231987.8705108,33032,0
1576231987.8707843,4,2
1576231987.8715522,36949,1
1576231987.8730607,37294,1
1576231987.8743188,38760,1
1576231987.875042,4,3
1576231987.8761616,5,2
1576231987.877168,38668,1
1576231987.877295,40387,1
1576231987.8799517,41709,1
1576231987.8806252,43518,1
1576231987.8822749,44680,1
1576231987.8838623,48434,1
1576231987.8853235,47814,1
1576231987.8883808,52329,1
1576231987.889138,53115,1
1576231987.8902965,53756,1
1576231987.892302,55892,1
1576231987.8929853,55962,1
1576231987.893343,56971,1
1576231987.8942466,55314,0
1576231987.8960235,59275,1
1576231987.896104,4,3
1576231987.89715,6,2
1576231987.9032974,60820,1
1576231987.9037006,61030,1
1576231987.9052558,66109,1
1576231987.9055488,66184,1
1576231987.906842,67271,1
1576231987.9087818,69041,1
1576231987.9094114,69214,0
1576231987.9094567,70350,1
1576231987.9109292,5,2
1576231987.9118397,72494,1
1576231987.9145958,73556,0
1576231987.9229338,4,2
1576231987.9327857,3,2
1576231987.942013,2,2
1576231987.951406,1,2
1576231987.9562492,0,2
1576231988.413933,574977,0
1576231988.4188612,578730,0
1576231988.917108,1078152,0
1576231988.9216769,1081541,0
1576231989.4204342,1581480,0
1576231989.424293,1584175,0
1576231989.923495,2084549,0
1576231989.926901,2086782,0
1576231990.4266078,2587652,0
1576231990.4296734,2589466,0
1576231990.9311757,3092187,0
1576231990.9334226,3093283,0
1576231992.9345343,1246,0
1576231992.9347022,0,3
1576231992.9348493,1,2
1576231992.9399462,5742,1
1576231992.9402685,2658,0
1576231992.9410212,7170,1
1576231992.9414532,7032,1
1576231992.942,4008,1
1576231992.943528,8136,1
1576231992.9442596,1,3
1576231992.9453502,4413,0
1576231992.947986,13566,1
1576231992.9482548,2,2
1576231992.9527054,16406,1
1576231992.9527504,15026,1
1576231992.9529455,17546,1
1576231992.954671,17124,1
1576231992.9547763,2,3
1576231992.957399,3,2
1576231992.9584107,22918,1
1576231992.9587321,20822,1
1576231992.9593463,20896,1
1576231992.965337,24628,1
1576231992.9701993,32427,1
1576231992.9715304,29193,1
1576231992.971873,36228,1
1576231992.9746015,31700,0
1576231992.9754684,30492,1
1576231992.977687,36851,1
1576231992.9781225,2,3
1576231992.9784799,36941,1
1576231992.9805753,4,2
1576231992.9815726,40561,1
1576231992.9822707,36746,1
1576231992.9829457,41206,1
1576231992.9854538,41964,1
1576231992.9860106,44374,1
1576231992.9875052,42821,1
1576231992.9896984,43861,0
1576231992.9902472,46820,1
1576231992.9909136,46479,1
1576231992.991737,4,3
1576231992.9921048,48724,1
1576231992.9933023,5,2
1576231992.9950602,48501,0
1576231992.9964173,49447,1
1576231992.9970381,52217,1
1576231992.9976249,53296,1
1576231993.0002143,54049,1
1576231993.0018775,55435,1
1576231993.0035584,57885,1
1576231993.0046973,58788,1
1576231993.0057921,60195,1
1576231993.0075653,61887,1
1576231993.0103648,61139,0
1576231993.0108442,65432,1
1576231993.0115814,66305,1
1576231993.0136814,64831,0
1576231993.019569,4,2
1576231993.0324082,3,2
1576231993.04244,2,2
1576231993.0514877,1,2
1576231993.0566714,0,2
1576231993.5037138,557763,0
1576231993.5148942,567363,0
1576231993.5182793,569688,0
1576231994.006892,1060951,0
1576231994.0182185,1070685,0
1576231994.0209029,1072305,0
1576231994.5097969,1563876,0
1576231994.521104,1573589,0
1576231994.52356,1574973,0
1576231995.0123568,2066447,0
1576231995.0238621,2076344,0
1576231995.0261483,2077556,0
1576231995.5155835,2569641,0
1576231995.5269392,2579409,0
1576231995.5290296,2580424,0
1576231996.019843,3073882,0
1576231996.030341,3082805,0
1576231996.0320113,3083422,0
1576231997.0235937,1674,0
1576231997.023831,0,3
1576231997.024041,1,2
1576231997.0267508,4351,1
1576231997.0341978,12081,1
1576231997.0345874,10943,1
1576231997.0352542,12563,1
1576231997.0361333,11223,1
1576231997.036986,10621,1
1576231997.0379758,14143,1
1576231997.0383897,12704,1
1576231997.04319,11663,0
1576231997.0455594,0,3
1576231997.0462759,13998,0
1576231997.0484736,2,2
1576231997.0534317,20637,1
1576231997.0536602,17484,1
1576231997.0549576,20089,1
1576231997.0558586,2,3
1576231997.0579424,24571,1
1576231997.0603285,26650,1
1576231997.060854,27529,1
1576231997.061742,29051,1
1576231997.0625787,3,2
1576231997.0650923,30815,1
1576231997.0655916,30199,0
1576231997.066863,33582,1
1576231997.0671341,3,3
1576231997.0697818,35685,1
1576231997.0703027,4,2
1576231997.0715427,38857,1
1576231997.0784044,45664,1
1576231997.0792875,46357,1
1576231997.0803792,48188,1
1576231997.0816805,47678,1
1576231997.0819426,42515,0
1576231997.0833998,3,3
1576231997.0849595,5,2
1576231997.088316,52685,1
1576231997.0895424,53494,1
1576231997.0908136,55564,1
1576231997.0952551,56024,0
1576231997.095651,60030,1
1576231997.0971787,63242,1
1576231997.0973146,63141,1
1576231997.0990698,64769,1
1576231997.0991652,4,3
1576231997.1018841,66370,1
1576231997.1031516,6,2
1576231997.1067796,68322,1
1576231997.1075656,68077,1
1576231997.1085749,73647,1
1576231997.1103652,68877,0
1576231997.1141264,76761,1
1576231997.1160066,75071,1
1576231997.1168501,74967,0
1576231997.120487,82396,1
1576231997.1232605,84351,1
1576231997.1272936,5,2
1576231997.128072,89394,1
1576231997.1285844,90045,1
1576231997.1301374,91596,1
1576231997.130459,91487,1
1576231997.1310506,93105,1
1576231997.1333566,94534,1
1576231997.1334503,93140,1
1576231997.1355543,96536,1
1576231997.1460984,105658,1
1576231997.1483002,105857,1
1576231997.1506557,4,2
1576231997.1922698,3,2
1576231997.201595,2,2
1576231997.223614,1,2
1576231997.2306595,0,2
1576231997.6196694,577881,0
1576231997.6259797,584627,0
1576231998.124858,1084547,0
1576231998.128787,1087715,0
1576231998.6270907,1586855,0
1576231998.6308606,1589841,0
1576231999.1290376,2088772,0
1576231999.1327806,2091729,0
1576231999.6312823,2590980,0
1576231999.634829,2593751,0
1576232000.134076,3093795,0
1576232000.1373637,3096296,0
1576232002.1389832,1907,0
1576232002.1404722,0,3
1576232002.1451852,1,2
1576232002.1466317,9858,1
1576232002.1472528,10694,1
1576232002.1477492,7231,0
1576232002.1509392,1,3
1576232002.1539855,18210,1
1576232002.1559083,16579,1
1576232002.1568534,20969,1
1576232002.1586962,2,2
1576232002.159397,22228,1
1576232002.161821,25486,1
1576232002.1687324,31548,1
1576232002.171327,31325,1
1576232002.1720617,32336,1
