timestamp,policy
1576200651.5362475,1
1576200651.6962578,1
1576200656.7035003,1
1576200656.8628016,1
1576200661.86755,1
1576200662.0239916,1
1576200667.0313797,1
1576200667.1855817,1
1576200672.1977658,1
1576200672.3541503,1
1576200677.3641825,1
1576200677.5228136,1
1576200682.5270832,1
1576200682.6941953,1
1576200687.7016463,1
1576200687.8625555,1
1576200692.8866801,1
1576200693.0375118,1
1576200698.0669498,1
1576200698.2120116,1
1576200703.2471988,1
1576200703.3903513,1
1576200708.4255347,1
1576200708.5704205,1
1576200713.604515,1
1576200713.7501526,1
1576200718.7846804,1
1576200718.91916,1
1576200723.950054,1
1576200724.0859206,1
1576200729.1184597,1
1576200729.2526631,1
1576200734.2932012,1
1576200734.4160757,1
1576200739.4628556,1
1576200739.5973485,1
1576200744.6413226,1
1576200744.7667081,1
1576200749.8095953,1
1576200749.933371,1
1576200754.9800947,1
1576200755.1001754,1
1576200760.1486316,1
1576200760.2741113,1
1576200765.3179338,1
1576200765.4436746,1
1576200770.5008128,1
1576200770.6209345,1
1576200775.6707346,1
1576200775.8009458,1
1576200780.853893,1
1576200780.9847517,1
1576200786.0204263,1
1576200786.1575434,1
1576200791.2044244,1
1576200791.3328774,1
1576200796.3726654,1
1576200796.5172043,1
1576200801.538049,1
1576200801.6931825,1
1576200806.7140138,1
1576200806.8743637,1
1576200811.889055,1
1576200812.0551238,1
1576200817.0850728,1
1576200817.2431273,1
1576200822.2755418,1
1576200822.4136398,1
1576200827.460836,1
1576200827.5838099,1
1576200832.6572413,1
1576200832.781253,1
1576200837.8394957,1
1576200837.9725869,1
1576200843.0258012,1
1576200843.162666,1
1576200848.2079086,1
1576200848.3445406,1
1576200853.3969955,1
1576200853.531794,1
1576200858.5817523,1
1576200858.7191753,1
1576200863.7577457,1
1576200863.8899872,1
1576200868.922533,1
1576200869.057532,1
1576200874.110432,1
1576200874.2505143,1
1576200879.27744,1
1576200879.4366512,1
1576200884.4525568,1
1576200884.625135,1
1576200889.6388729,1
1576200889.7939382,1
1576200894.8337123,1
1576200894.9611354,1
1576200900.021642,1
1576200900.149211,1
1576200905.2099214,1
1576200905.3390696,1
1576200910.3795133,1
1576200910.5250964,1
1576200915.5652895,1
1576200915.6964655,1
1576200920.7384622,1
1576200920.8695383,1
1576200925.90762,1
1576200926.0483553,1
1576200931.078068,1
1576200931.2219503,1
1576200936.2509992,1
1576200936.4044685,1
1576200941.4412506,1
1576200941.5960946,1
1576200946.6330924,1
1576200946.787103,1
1576200951.8273976,1
1576200951.966712,1
1576200956.9984841,1
1576200957.142429,1
1576200962.17151,1
1576200962.3232045,1
1576200967.3569741,1
1576200967.507835,1
1576200972.544632,1
1576200972.708291,1
1576200977.737282,1
1576200977.8926995,1
1576200982.9320815,1
1576200983.0814395,1
1576200988.1164079,1
1576200988.2710402,1
1576200993.303671,1
1576200993.4595659,1
1576200998.489985,1
