timestamp,status_code
1576197161.494901,0
1576197161.5148637,0
1576197161.5171857,0
1576197161.5305424,0
1576197161.5387182,0
1576197161.5541365,0
1576197162.504525,0
1576197162.5389237,0
1576197166.5615127,0
1576197166.5864816,0
1576197166.5963347,0
1576197166.6060724,0
1576197166.6397474,0
1576197166.6413798,3
1576197167.1450398,3
1576197167.6483827,3
1576197167.6737692,0
1576197167.6848245,0
1576197168.1513352,3
1576197168.6535218,3
1576197169.1564703,3
1576197169.6595364,3
1576197171.6624453,0
1576197171.6795502,0
1576197171.6981776,0
1576197171.6999927,0
1576197171.7174067,0
1576197171.7349315,0
1576197172.7861416,0
1576197172.8124108,0
1576197176.8407593,0
1576197176.8516572,0
1576197176.8842914,0
1576197176.9022212,0
1576197176.9178576,0
1576197176.9268484,0
1576197177.05172,0
1576197177.0703306,0
1576197181.145043,0
1576197181.1580813,0
1576197181.16996,0
1576197181.182251,0
1576197181.1922379,0
1576197181.195829,0
1576197182.270334,0
1576197182.2901485,0
1576197186.3027282,0
1576197186.3245397,0
1576197186.338586,0
1576197186.3548326,0
1576197186.3583481,0
1576197186.3758461,0
1576197187.4154081,0
1576197187.4259124,0
1576197191.4627755,0
1576197191.4708195,0
1576197191.5022075,0
1576197191.5245073,0
1576197191.5371635,0
1576197191.5553358,0
1576197192.6569781,0
1576197192.6868367,0
1576197196.7297184,0
1576197196.7398314,0
1576197196.7695973,0
1576197196.7783253,0
1576197196.8001704,0
1576197196.820147,0
1576197197.9056973,0
1576197197.9208562,0
1576197201.9374416,0
1576197201.9480941,0
1576197201.9674995,0
1576197201.9864519,0
1576197202.0062687,0
1576197202.008091,0
1576197202.1272137,0
1576197202.131939,0
1576197206.2233567,0
1576197206.2332795,0
1576197206.239521,0
1576197206.2553422,0
1576197206.2607362,0
1576197206.2700922,0
1576197207.3007436,0
1576197207.3176785,0
1576197211.3367677,0
1576197211.3572614,0
1576197211.3785026,0
1576197211.4069676,0
1576197211.4376147,0
1576197211.4483728,0
1576197212.6221082,0
1576197212.6313343,0
1576197216.6966393,0
1576197216.7372448,0
1576197216.7550654,0
1576197216.7797325,0
1576197216.7845497,0
1576197216.7990632,3
1576197217.3027763,3
1576197217.8057232,3
1576197217.9649649,0
1576197217.9746838,0
1576197218.3090003,3
1576197218.813925,3
1576197219.3179624,3
1576197219.8212464,3
1576197221.8318288,0
1576197221.8778107,0
1576197221.88122,0
1576197221.8901854,0
1576197221.9188828,0
1576197221.9285908,0
1576197222.0408294,0
1576197222.0692272,0
1576197226.158249,0
1576197226.1619182,0
1576197226.1783264,0
1576197226.1803977,0
1576197226.1907496,0
1576197226.2163963,3
1576197226.7196488,3
1576197227.2227192,3
1576197227.3242414,0
1576197227.3370092,0
1576197227.725599,3
1576197228.2283776,3
1576197228.7315931,3
1576197229.2357714,3
1576197231.2417893,0
1576197231.2813966,0
1576197231.2897341,0
1576197231.3165267,0
1576197231.3367498,0
1576197231.3741999,0
1576197232.462802,0
1576197232.4814217,0
1576197236.4985807,0
1576197236.5020618,0
1576197236.5086675,0
1576197236.5095215,0
1576197236.5118809,0
1576197236.513282,0
1576197237.5925846,0
1576197237.5971198,0
1576197241.657408,0
1576197241.6770456,0
1576197241.7058153,0
1576197241.7088664,0
1576197241.7627614,0
1576197241.788963,0
1576197242.8937798,0
1576197242.9178445,0
1576197246.9414816,0
1576197246.9486823,0
1576197246.9982302,0
1576197247.0087757,0
1576197247.0376933,0
1576197247.0582244,0
1576197247.1163204,0
1576197247.1340263,0
1576197251.305178,0
1576197251.310967,0
1576197251.3237731,0
1576197251.3285758,0
